,日期,债券代码,债券名称,买入价格,买入涨幅,买入时间,卖出价格,卖出涨幅,卖出时间,收益
0,20230403,113595,花王转债,133.8,0.053703,09:30:24,134.568,0.059752,09:30:57,0.6049
1,20230403,128106,华统转债,230.2,0.050662,09:52:09,232.897,0.062972,09:53:51,1.231
2,20230403,113039,嘉泽转债,155.48,0.051085,10:18:54,156.422,0.057453,10:20:15,0.6368
3,20230403,110091,合力转债,154.737,0.050523,11:00:10,154.042,0.045805,11:05:40,-0.4718
4,20230403,123177,测绘转债,152.398,0.050054,13:13:15,151.665,0.045003,13:15:42,-0.5051
5,20230403,123164,法本转债,165.789,0.050003,14:09:06,165.657,0.049167,14:22:03,-0.0836
6,20230403,113598,法兰转债,185.06,0.050569,14:32:56,184.38,0.046708,14:33:20,-0.3861
7,20230403,127064,杭氧转债,156.935,0.051428,14:47:24,155.699,0.043147,14:47:30,-0.8281
8,20230403,113648,巨星转债,139.95,0.050351,14:58:58,139.95,0.050351,00:00:00,0.0
9,20230404,110052,贵广转债,167.142,0.050665,09:30:48,166.301,0.045378,09:31:09,-0.5287
10,20230404,127064,杭氧转债,163.376,0.052118,09:31:36,163.131,0.050541,09:31:45,-0.1577
11,20230404,123015,蓝盾转债,223.438,0.052421,09:31:57,231.849,0.092037,09:34:03,3.9616
12,20230404,123135,泰林转债,157.991,0.050394,09:37:12,157.261,0.045541,09:39:12,-0.4853
13,20230404,127014,北方转债,220.816,0.050589,10:16:30,220.0,0.046707,10:17:45,-0.3882
14,20230404,127029,中钢转债,156.629,0.050663,10:32:24,157.664,0.057606,10:39:21,0.6943
15,20230404,123050,聚飞转债,138.586,0.07432,11:27:18,137.88,0.068847,11:27:27,-0.5473
16,20230406,123177,测绘转债,175.997,0.054187,09:30:36,174.935,0.047826,09:30:42,-0.6361
17,20230406,123015,蓝盾转债,234.712,0.052428,09:30:39,233.778,0.04824,09:31:12,-0.4188
18,20230406,123078,飞凯转债,170.855,0.050708,10:03:21,172.652,0.061759,10:04:12,1.1051
19,20230406,128122,兴森转债,147.681,0.050693,10:09:27,148.5,0.05652,10:10:09,0.5827
20,20230406,123025,精测转债,171.531,0.055566,10:13:27,175.992,0.083018,10:13:54,2.7452
21,20230406,128091,新天转债,201.778,0.051247,10:23:09,200.76,0.045943,10:23:42,-0.5304
22,20230406,127038,国微转债,162.184,0.050152,10:34:03,163.606,0.05936,10:36:15,0.9208
23,20230406,123022,长信转债,158.445,0.050029,11:02:27,159.034,0.053933,11:02:48,0.3904
24,20230406,113621,彤程转债,163.233,0.050224,11:11:00,162.7,0.046795,11:14:42,-0.3429
25,20230406,123170,南电转债,147.677,0.051053,13:37:24,146.828,0.045011,13:37:36,-0.6042
26,20230406,123118,惠城转债,229.498,0.050291,13:42:00,230.3,0.053961,13:43:18,0.367
27,20230406,127064,杭氧转债,178.138,0.050388,13:46:27,178.756,0.054032,13:46:48,0.3644
28,20230406,118030,睿创转债,157.104,0.050137,14:10:43,156.189,0.044021,14:11:04,-0.6116
29,20230406,110044,广电转债,227.899,0.069838,14:20:32,225.07,0.056558,14:20:35,-1.328
30,20230407,127052,西子转债,124.184,0.050905,09:30:21,125.206,0.059553,09:30:30,0.8648
31,20230407,127058,科伦转债,177.4,0.052214,09:32:15,176.55,0.047172,09:32:18,-0.5042
32,20230407,118012,微芯转债,142.908,0.051674,09:33:13,142.94,0.051909,09:33:34,0.0235
33,20230407,123025,精测转债,183.291,0.052336,09:43:00,183.006,0.0507,09:45:06,-0.1636
34,20230407,123098,一品转债,199.513,0.050068,10:02:39,200.986,0.057821,10:04:30,0.7753
35,20230407,113625,江山转债,128.003,0.050308,10:28:21,128.005,0.050324,10:31:06,0.0016
36,20230407,123014,凯发转债,146.786,0.051901,13:02:54,146.755,0.051679,13:07:12,-0.0222
37,20230407,128140,润建转债,203.47,0.050511,13:07:09,203.132,0.048766,13:08:09,-0.1745
38,20230407,113660,寿22转债,163.287,0.050454,14:15:01,162.6,0.046035,14:15:37,-0.4419
39,20230410,123122,富瀚转债,133.419,0.050653,09:34:27,133.275,0.049519,09:34:39,-0.1134
40,20230410,118027,宏图转债,152.586,0.050034,09:34:55,151.709,0.043999,09:35:00,-0.6035
41,20230410,123158,宙邦转债,150.997,0.050016,09:38:45,153.5,0.067422,09:39:24,1.7406
42,20230410,127029,中钢转债,165.67,0.050508,09:48:15,164.859,0.045365,09:48:39,-0.5143
43,20230410,111007,永和转债,184.569,0.050559,10:07:30,186.497,0.061533,10:08:51,1.0974
44,20230410,113039,嘉泽转债,164.612,0.050726,10:12:16,165.797,0.058289,10:13:49,0.7563
45,20230410,123025,精测转债,187.98,0.050162,10:20:33,187.185,0.045721,10:21:27,-0.4441
46,20230410,110058,永鼎转债,137.2,0.051566,10:21:08,136.78,0.048347,10:22:49,-0.3219
47,20230410,128095,恩捷转债,219.067,0.050146,13:08:18,221.172,0.060237,13:13:09,1.0091
48,20230411,123015,蓝盾转债,223.0,0.050266,09:30:48,221.561,0.043489,09:31:03,-0.6777
49,20230411,113615,金诚转债,289.11,0.051354,13:04:36,291.252,0.059143,13:05:39,0.7789
50,20230412,123025,精测转债,194.2,0.05087,09:42:30,193.16,0.045242,09:43:06,-0.5628
51,20230412,123112,万讯转债,147.349,0.050276,09:43:12,148.129,0.055836,09:44:00,0.556
52,20230412,123176,精测转2,148.644,0.052752,10:01:30,147.723,0.046229,10:01:42,-0.6523
53,20230412,123059,银信转债,136.359,0.050284,13:00:21,135.477,0.043491,13:01:09,-0.6793
54,20230412,123173,恒锋转债,174.55,0.050538,13:08:30,174.3,0.049033,13:11:09,-0.1505
55,20230412,110060,天路转债,130.177,0.050448,13:49:12,129.739,0.046914,13:50:47,-0.3534
56,20230413,110060,天路转债,139.149,0.068459,09:30:32,138.877,0.066371,09:30:41,-0.2088
57,20230413,123181,亚康转债,203.595,0.078604,09:30:36,202.818,0.074487,09:30:48,-0.4117
58,20230413,128100,搜特转债,78.814,0.05041,09:42:09,78.433,0.045332,09:42:36,-0.5078
59,20230413,110074,精达转债,151.914,0.050536,09:45:02,151.545,0.047984,09:45:23,-0.2552
60,20230413,127014,北方转债,234.29,0.050073,09:59:12,233.156,0.044991,09:59:54,-0.5082
61,20230413,113578,全筑转债,97.888,0.050929,10:33:38,97.351,0.045164,10:34:17,-0.5765
62,20230413,123138,丝路转债,147.831,0.052951,11:06:06,147.189,0.048379,11:07:18,-0.4572
63,20230413,123015,蓝盾转债,219.746,0.050349,13:11:30,226.178,0.081093,13:13:15,3.0744
64,20230413,123136,城市转债,135.2,0.0505,13:46:15,135.805,0.055201,13:49:18,0.4701
65,20230414,127058,科伦转债,194.882,0.067804,09:30:30,194.034,0.063157,09:30:36,-0.4647
66,20230414,127037,银轮转债,159.627,0.051503,09:34:24,159.103,0.048051,09:34:45,-0.3452
67,20230414,123015,蓝盾转债,238.547,0.050394,09:43:21,238.237,0.049029,09:43:45,-0.1365
68,20230414,123176,精测转2,161.157,0.050551,09:55:57,160.36,0.045356,09:57:03,-0.5195
69,20230414,123136,城市转债,142.051,0.050698,09:56:18,142.546,0.054359,09:57:27,0.3661
70,20230414,123025,精测转债,213.803,0.051618,10:04:18,213.139,0.048352,10:05:00,-0.3266
71,20230414,113027,华钰转债,176.64,0.050477,10:09:05,175.796,0.045458,10:09:59,-0.5019
72,20230414,128111,中矿转债,529.873,0.051264,10:11:21,529.004,0.04954,10:14:24,-0.1724
73,20230414,113626,伯特转债,212.6,0.051636,10:25:24,211.862,0.047986,10:26:27,-0.365
74,20230414,123031,晶瑞转债,449.52,0.050321,10:47:36,447.0,0.044433,10:48:57,-0.5888
75,20230414,113621,彤程转债,161.794,0.050035,13:05:53,161.12,0.045661,13:06:17,-0.4374
76,20230414,127079,华亚转债,149.276,0.052991,13:08:18,150.221,0.059657,13:09:00,0.6666
77,20230414,127064,杭氧转债,166.38,0.050179,13:18:57,166.298,0.049662,13:19:12,-0.0517
78,20230414,111010,立昂转债,146.006,0.050447,13:23:41,145.5,0.046807,13:24:35,-0.364
79,20230414,127029,中钢转债,169.691,0.050038,13:59:36,171.118,0.058868,14:08:24,0.883
80,20230414,123164,法本转债,166.789,0.050475,14:17:27,167.744,0.056489,14:26:39,0.6014
81,20230414,127080,声迅转债,158.957,0.050188,14:21:51,158.67,0.048292,14:23:15,-0.1896
82,20230414,123046,天铁转债,394.702,0.05345,14:56:15,394.702,0.05345,00:00:00,0.0
83,20230417,123164,法本转债,182.019,0.077067,09:30:21,181.716,0.075274,09:30:30,-0.1793
