,日期,债券代码,债券名称,买入价格,买入涨幅,买入时间,卖出价格,卖出涨幅,卖出时间,收益
0,20230403,113595,花王转债,134.799,0.061571,09:30:36,134.7,0.060791,09:30:45,-0.078
1,20230403,128106,华统转债,232.452,0.060941,09:52:51,232.999,0.063437,09:53:48,0.2496
2,20230403,113039,嘉泽转债,157.052,0.061712,10:19:42,156.7,0.059333,10:20:12,-0.2379
3,20230403,110091,合力转债,156.2,0.060456,11:10:46,155.6,0.056382,11:11:07,-0.4074
4,20230403,123177,测绘转债,153.905,0.060437,13:57:09,155.467,0.0712,14:05:15,1.0763
5,20230404,123050,聚飞转债,137.5,0.065902,09:30:03,137.68,0.067297,09:30:15,0.1395
6,20230404,110052,贵广转债,168.692,0.060408,09:31:21,169.509,0.065544,09:32:09,0.5136
7,20230404,123015,蓝盾转债,225.207,0.060753,09:32:21,225.867,0.063862,09:32:33,0.3109
8,20230404,123135,泰林转债,159.63,0.061291,09:42:00,159.754,0.062116,09:42:39,0.0825
9,20230404,127014,北方转债,222.8,0.060029,10:26:27,224.499,0.068112,10:31:27,0.8083
10,20230404,127029,中钢转债,158.461,0.062952,10:38:09,157.85,0.058854,10:39:09,-0.4098
11,20230404,127064,杭氧转债,165.312,0.064586,13:57:03,164.858,0.061662,13:57:18,-0.2924
12,20230406,123015,蓝盾转债,237.041,0.062871,09:31:21,235.213,0.054675,09:31:42,-0.8196
13,20230406,123177,测绘转债,177.17,0.061213,09:32:09,178.125,0.066933,09:32:48,0.572
14,20230406,123078,飞凯转债,172.517,0.060929,10:03:42,172.892,0.063235,10:04:09,0.2306
15,20230406,128122,兴森转债,149.358,0.062624,10:10:00,148.794,0.058611,10:10:03,-0.4013
16,20230406,123025,精测转债,172.57,0.06196,10:13:33,175.992,0.083018,10:13:54,2.1058
17,20230406,127038,国微转债,163.709,0.060027,10:34:39,163.723,0.060117,10:36:09,0.009
18,20230406,128091,新天转债,203.571,0.060588,13:10:51,202.724,0.056176,13:11:12,-0.4412
19,20230406,113621,彤程转债,164.917,0.061059,13:27:00,164.592,0.058968,13:28:12,-0.2091
20,20230406,127064,杭氧转债,179.771,0.060017,13:46:39,178.927,0.05504,13:46:45,-0.4977
21,20230406,110044,广电转债,227.899,0.069838,14:20:32,225.07,0.056558,14:20:35,-1.328
22,20230406,123118,惠城转债,231.915,0.061352,14:27:15,232.302,0.063123,14:30:21,0.1771
23,20230407,118030,睿创转债,187.369,0.199987,09:30:01,161.325,0.033191,09:30:04,-16.6796
24,20230407,127052,西子转债,125.885,0.065299,09:30:27,125.206,0.059553,09:30:30,-0.5746
25,20230407,118012,微芯转债,144.446,0.062992,09:35:55,143.693,0.057451,09:36:07,-0.5541
26,20230407,123025,精测转债,184.943,0.061821,09:46:24,184.275,0.057986,09:46:42,-0.3835
27,20230407,123098,一品转债,201.471,0.060374,10:03:09,200.986,0.057821,10:04:30,-0.2553
28,20230407,123014,凯发转债,147.955,0.060279,13:10:42,147.67,0.058236,13:12:12,-0.2043
29,20230407,113660,寿22转债,164.781,0.060066,14:42:13,164.328,0.057151,14:44:19,-0.2915
30,20230410,123158,宙邦转债,152.49,0.060398,09:39:06,151.881,0.056163,09:39:09,-0.4235
31,20230410,111007,永和转债,186.33,0.060583,10:08:33,186.497,0.061533,10:08:51,0.095
32,20230410,113039,嘉泽转债,166.574,0.063249,10:13:34,165.797,0.058289,10:13:49,-0.496
33,20230410,110058,永鼎转债,138.441,0.061078,10:27:01,138.2,0.059231,10:27:31,-0.1847
34,20230410,118027,宏图转债,154.118,0.060576,10:34:03,153.29,0.054878,10:34:12,-0.5698
35,20230410,123025,精测转债,189.798,0.060319,13:02:30,189.972,0.061291,13:03:09,0.0972
36,20230410,128095,恩捷转债,221.174,0.060247,13:12:06,221.172,0.060237,13:13:09,-0.001
37,20230411,123015,蓝盾转债,225.16,0.060439,09:36:15,224.3,0.056389,09:36:33,-0.405
38,20230411,113615,金诚转债,292.137,0.062362,13:05:06,291.8,0.061136,13:05:36,-0.1226
39,20230412,123112,万讯转债,148.755,0.060298,09:43:39,148.129,0.055836,09:44:00,-0.4462
40,20230412,123025,精测转债,195.928,0.06022,10:43:36,196.995,0.065994,10:51:48,0.5774
41,20230412,123176,精测转2,149.721,0.060379,13:03:03,149.431,0.058325,13:07:12,-0.2054
42,20230413,123181,亚康转债,202.0,0.070154,09:30:03,201.008,0.064898,09:30:09,-0.5256
43,20230413,110060,天路转债,139.149,0.068459,09:30:32,138.877,0.066371,09:30:41,-0.2088
44,20230413,128100,搜特转债,79.545,0.060152,09:47:21,79.323,0.057194,09:47:42,-0.2958
45,20230413,123015,蓝盾转债,222.242,0.06228,13:12:03,226.178,0.081093,13:13:15,1.8813
46,20230413,123136,城市转债,136.478,0.06043,13:48:33,135.805,0.055201,13:49:18,-0.5229
47,20230414,127058,科伦转债,193.661,0.061113,09:30:18,194.034,0.063157,09:30:36,0.2044
48,20230414,123136,城市转债,143.354,0.060336,09:57:12,142.757,0.05592,09:57:24,-0.4416
49,20230414,123176,精测转2,162.658,0.060336,10:02:57,162.63,0.060153,10:03:33,-0.0183
50,20230414,127037,银轮转债,161.0,0.060547,10:11:03,160.36,0.056331,10:11:42,-0.4216
51,20230414,128111,中矿转债,534.297,0.060041,10:24:09,532.263,0.056006,10:24:18,-0.4035
52,20230414,113626,伯特转债,214.45,0.060787,10:31:54,214.721,0.062128,10:32:24,0.1341
53,20230414,123025,精测转债,215.728,0.061086,10:51:09,215.15,0.058243,10:52:18,-0.2843
54,20230414,127079,华亚转债,150.29,0.060144,13:08:24,150.29,0.060144,13:08:57,0.0
55,20230414,113621,彤程转债,163.35,0.060134,13:11:53,162.795,0.056532,13:12:11,-0.3602
56,20230414,127064,杭氧转债,168.056,0.060758,13:31:24,167.532,0.057451,13:31:45,-0.3307
57,20230414,111010,立昂转债,147.338,0.060031,13:40:20,147.151,0.058685,13:40:56,-0.1346
58,20230414,123031,晶瑞转债,453.687,0.060058,14:00:42,453.0,0.058453,14:04:15,-0.1605
59,20230414,127029,中钢转债,171.385,0.06052,14:07:15,171.286,0.059907,14:08:18,-0.0613
60,20230414,123164,法本转债,168.55,0.061566,14:26:09,168.036,0.058329,14:26:30,-0.3237
61,20230417,123164,法本转债,179.98,0.065001,09:30:03,181.716,0.075274,09:30:30,1.0273
62,20230417,127069,小熊转债,153.99,0.061952,09:30:12,155.253,0.070662,09:30:33,0.871
63,20230417,110060,天路转债,156.667,0.064395,09:31:19,155.0,0.05307,09:31:22,-1.1325
64,20230417,127014,北方转债,246.22,0.06037,09:34:30,247.235,0.064741,09:35:09,0.4371
