,债券名称,买入时间,买入价格,买入时涨幅,卖出时间,卖出价格,卖出时涨幅,收益
113537,文灿转债,2023-05-30 09:30:51.643355,245.5,3.47,2023-05-30 09:31:22.066430,243.537,2.65,
113505,杭电转债,2023-05-30 09:31:13.551981,122.5,3.68,,,,
123136,城市转债,2023-05-30 09:34:58.128627,128.448,3.32,,,,
123197,光力转债,2023-05-30 09:51:25.546792,153.385,4.34,,,,
127065,瑞鹄转债,2023-05-30 09:52:22.635036,171.572,3.89,,,,
127014,北方转债,2023-05-30 09:58:25.195387,227.877,4.32,,,,
